date,time,domain,creature,session,reflections,instinct_versions,path
2026-07-06,08:04:24,sim_creatures,i_want_to_be_touched/1_handling,20260706_080424,6,7,sim_creatures/i_want_to_be_touched/1_handling/logs/20260706_080424
2026-07-06,08:51:19,sim_creatures,i_want_to_be_touched/2_hunger,20260706_085119,0,1,sim_creatures/i_want_to_be_touched/2_hunger/logs/20260706_085119
2026-07-06,17:06:52,sim_creatures,i_want_to_be_touched/2_hunger,20260706_170652,5,6,sim_creatures/i_want_to_be_touched/2_hunger/logs/20260706_170652
2026-07-06,17:34:48,sim_creatures,i_want_to_be_touched/2_hunger,20260706_173448,5,6,sim_creatures/i_want_to_be_touched/2_hunger/logs/20260706_173448
2026-07-07,06:30:33,sim_creatures,i_want_to_be_touched/2_hunger,20260707_063033,4,5,sim_creatures/i_want_to_be_touched/2_hunger/logs/20260707_063033
2026-07-07,06:50:18,sim_creatures,i_want_to_be_touched/3_together,20260707_065018,2,3,sim_creatures/i_want_to_be_touched/3_together/logs/20260707_065018
2026-07-07,06:55:57,sim_creatures,i_want_to_be_touched/3_together,20260707_065557,4,3,sim_creatures/i_want_to_be_touched/3_together/logs/20260707_065557
2026-07-07,07:03:18,sim_creatures,i_want_to_be_touched/3_together,20260707_070318,2,1,sim_creatures/i_want_to_be_touched/3_together/logs/20260707_070318
2026-07-07,07:30:29,sim_creatures,i_want_to_be_touched/4_familiar,20260707_073029,3,2,sim_creatures/i_want_to_be_touched/4_familiar/logs/20260707_073029
2026-07-07,08:01:23,sim_creatures,i_want_to_be_touched/5_expressive,20260707_080123,3,1,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_080123
2026-07-07,08:11:29,sim_creatures,i_want_to_be_touched/5_expressive,20260707_081129,2,2,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_081129
2026-07-07,08:24:35,sim_creatures,i_want_to_be_touched/5_expressive,20260707_082435,1,2,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_082435
2026-07-07,08:43:49,sim_creatures,i_want_to_be_touched/5_expressive,20260707_084349,2,1,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_084349
2026-07-07,08:48:23,sim_creatures,i_want_to_be_touched/5_expressive,20260707_084823,1,2,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_084823
2026-07-07,08:59:01,sim_creatures,i_want_to_be_touched/5_expressive,20260707_085901,2,1,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_085901
2026-07-07,09:06:40,sim_creatures,i_want_to_be_touched/5_expressive,20260707_090640,2,3,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_090640
2026-07-07,17:10:06,sim_creatures,i_want_to_be_touched/0_live_loop,20260707_171006,0,1,sim_creatures/i_want_to_be_touched/0_live_loop/logs/20260707_171006
2026-07-07,17:41:04,sim_creatures,i_want_to_be_touched/2_hunger,20260707_174104,0,1,sim_creatures/i_want_to_be_touched/2_hunger/logs/20260707_174104
2026-07-07,21:27:19,sim_creatures,i_want_to_be_touched/5_expressive,20260707_212719,3,3,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260707_212719
2026-07-08,07:30:57,sim_creatures,i_want_to_be_touched/5_expressive,20260708_073057,0,1,sim_creatures/i_want_to_be_touched/5_expressive/logs/20260708_073057
2026-07-08,08:03:50,sim_creatures,air_drum/0_strike_loop,20260708_080350,1,2,sim_creatures/air_drum/0_strike_loop/logs/20260708_080350
2026-07-08,08:09:32,sim_creatures,air_drum/0_strike_loop,20260708_080932,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_080932
2026-07-08,08:14:15,sim_creatures,air_drum/0_strike_loop,20260708_081415,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_081415
2026-07-08,08:17:16,sim_creatures,air_drum/0_strike_loop,20260708_081716,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_081716
2026-07-08,08:45:33,sim_creatures,air_drum/0_strike_loop,20260708_084533,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_084533
2026-07-08,08:50:24,sim_creatures,air_drum/0_strike_loop,20260708_085024,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_085024
2026-07-08,08:50:47,sim_creatures,air_drum/0_strike_loop,20260708_085047,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_085047
2026-07-08,08:51:06,sim_creatures,air_drum/0_strike_loop,20260708_085106,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_085106
2026-07-08,08:51:30,sim_creatures,air_drum/0_strike_loop,20260708_085130,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_085130
2026-07-08,13:03:55,sim_creatures,air_drum/0_strike_loop,20260708_130355,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_130355
2026-07-08,13:08:32,sim_creatures,air_drum/0_strike_loop,20260708_130832,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_130832
2026-07-08,13:43:21,sim_creatures,air_drum/0_strike_loop,20260708_134321,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_134321
2026-07-08,13:44:10,sim_creatures,air_drum/0_strike_loop,20260708_134410,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260708_134410
2026-07-09,07:39:14,sim_creatures,air_drum/0_strike_loop,20260709_073914,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_073914
2026-07-09,07:40:12,sim_creatures,air_drum/0_strike_loop,20260709_074012,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_074012
2026-07-09,07:40:41,sim_creatures,air_drum/0_strike_loop,20260709_074041,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_074041
2026-07-09,10:34:33,sim_creatures,air_drum/0_strike_loop,20260709_103433,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_103433
2026-07-09,10:35:40,sim_creatures,air_drum/0_strike_loop,20260709_103540,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_103540
2026-07-09,10:38:04,sim_creatures,air_drum/0_strike_loop,20260709_103804,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_103804
2026-07-09,10:39:21,sim_creatures,air_drum/0_strike_loop,20260709_103921,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_103921
2026-07-09,11:02:59,sim_creatures,air_drum/0_strike_loop,20260709_110259,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_110259
2026-07-09,11:04:24,sim_creatures,air_drum/0_strike_loop,20260709_110424,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_110424
2026-07-09,11:04:44,sim_creatures,air_drum/0_strike_loop,20260709_110444,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_110444
2026-07-09,11:05:07,sim_creatures,air_drum/0_strike_loop,20260709_110507,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_110507
2026-07-09,11:10:13,sim_creatures,air_drum/0_strike_loop,20260709_111013,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_111013
2026-07-09,11:57:41,sim_creatures,air_drum/0_strike_loop,20260709_115741,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_115741
2026-07-09,11:58:36,sim_creatures,air_drum/0_strike_loop,20260709_115836,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_115836
2026-07-09,11:59:27,sim_creatures,air_drum/0_strike_loop,20260709_115927,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_115927
2026-07-09,12:13:03,sim_creatures,air_drum/0_strike_loop,20260709_121303,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_121303
2026-07-09,12:19:54,sim_creatures,air_drum/0_strike_loop,20260709_121954,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_121954
2026-07-09,12:27:41,sim_creatures,air_drum/0_strike_loop,20260709_122741,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_122741
2026-07-09,12:37:20,sim_creatures,air_drum/0_strike_loop,20260709_123720,0,1,sim_creatures/air_drum/0_strike_loop/logs/20260709_123720
2026-07-11,07:03:12,sim_creatures,kata-master/1_swoosh,20260711_070312,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_070312
2026-07-11,07:08:54,sim_creatures,kata-master/1_swoosh,20260711_070854,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_070854
2026-07-11,07:09:11,sim_creatures,kata-master/1_swoosh,20260711_070911,1,1,sim_creatures/kata-master/1_swoosh/logs/20260711_070911
2026-07-11,07:26:18,sim_creatures,kata-master/1_swoosh,20260711_072618,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_072618
2026-07-11,07:27:17,sim_creatures,kata-master/1_swoosh,20260711_072717,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_072717
2026-07-11,07:30:08,sim_creatures,kata-master/2_tones,20260711_073008,0,1,sim_creatures/kata-master/2_tones/logs/20260711_073008
2026-07-11,07:35:29,sim_creatures,kata-master/1_swoosh,20260711_073529,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_073529
2026-07-11,07:35:55,sim_creatures,kata-master/1_swoosh,20260711_073555,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_073555
2026-07-11,07:53:46,sim_creatures,kata-master/1_swoosh,20260711_075346,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_075346
2026-07-11,07:54:09,sim_creatures,kata-master/1_swoosh,20260711_075409,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_075409
2026-07-11,08:03:05,sim_creatures,kata-master/1_swoosh,20260711_080305,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_080305
2026-07-11,08:32:33,sim_creatures,kata-master/1_swoosh,20260711_083233,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_083233
2026-07-11,08:35:09,sim_creatures,kata-master/1_swoosh,20260711_083509,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_083509
2026-07-11,08:43:54,sim_creatures,kata-master/1_swoosh,20260711_084354,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_084354
2026-07-11,08:54:09,sim_creatures,kata-master/2_tones,20260711_085409,0,1,sim_creatures/kata-master/2_tones/logs/20260711_085409
2026-07-11,08:54:54,sim_creatures,kata-master/1_swoosh,20260711_085454,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_085454
2026-07-11,09:02:33,sim_creatures,kata-master/1_swoosh,20260711_090233,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_090233
2026-07-11,09:04:17,sim_creatures,kata-master/1_swoosh,20260711_090417,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_090417
2026-07-11,09:05:34,sim_creatures,kata-master/1_swoosh,20260711_090534,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_090534
2026-07-11,09:17:09,sim_creatures,kata-master/1_swoosh,20260711_091709,0,1,sim_creatures/kata-master/1_swoosh/logs/20260711_091709
2026-07-13,13:55:09,sim_creatures,kata-master/2_tones,20260713_135509,0,1,sim_creatures/kata-master/2_tones/logs/20260713_135509
2026-07-13,13:55:29,sim_creatures,kata-master/2_tones,20260713_135529,0,1,sim_creatures/kata-master/2_tones/logs/20260713_135529
2026-07-13,13:58:28,sim_creatures,kata-master/2_tones,20260713_135828,0,1,sim_creatures/kata-master/2_tones/logs/20260713_135828
2026-07-13,13:59:47,sim_creatures,kata-master/2_tones,20260713_135947,0,1,sim_creatures/kata-master/2_tones/logs/20260713_135947
2026-07-18,07:36:11,creatures,tilt/condition_1,20260718_073611,0,1,creatures/tilt/condition_1/logs/20260718_073611
2026-07-18,07:37:26,creatures,tilt/condition_1,20260718_073726,0,1,creatures/tilt/condition_1/logs/20260718_073726
2026-07-18,07:56:06,creatures,tilt/condition_1,20260718_075606,0,1,creatures/tilt/condition_1/logs/20260718_075606
